Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009615~response to virus	25	1.516990291262136	1.885057094913161E-6	IFITM1, IFITM2, CXCR4, GATA3, IFIT1, DDX60, IFIT3, IFIT2, OASL, ITGB8, ITGB6, TRIM22, BATF3, IFNGR1, IFI44, EIF2AK2, IRAK3, ISG15, IL17RA, ACTA2, FOSL1, OAS2, OAS3, TNFSF4, BCL2L1	1469	110	19416	3.0038987561111457	0.009532261330409186	8.707250090230701E-4	8.606142482412632E-4
GOTERM_BP_DIRECT	GO:0016477~cell migration	44	2.669902912621359	4.177935098287244E-6	ITGB4, SDC2, LAMA3, TNFAIP3, LAMC2, ADAMTS12, CDH3, CDH2, CDH1, PODXL, PDPN, S1PR1, SIRPA, ITGB8, HES1, IGFBP6, ITGB6, GPC4, HOXA5, EPHB3, LAMB3, JUP, MMP2, NFATC2, RHOF, MERTK, RHOD, FMNL3, EFNA1, FMNL1, COL5A1, PTK7, CDH11, FSCN1, ITGBL1, SDC1, CDH13, ANG, PLXNB1, LCP1, DOCK2, CD24, FGFR1, ENG	1469	275	19416	2.1147447243022466	0.021004401699298958	0.0017690073528664571	0.0017484658386332115
GOTERM_BP_DIRECT	GO:0007411~axon guidance	34	2.063106796116505	7.1756254343339556E-6	SEMA5A, ROBO3, NOTCH3, ROBO4, SEMA7A, NRP2, SEMA3A, PTPRJ, GATA3, SEMA3F, GLI3, MYPN, EFNB1, EFNB3, OPHN1, FLRT3, NRCAM, SLIT3, EMB, FEZF1, PLXNA4, EPHB3, SEMA6B, FOXD1, BDNF, WNT5A, ETV1, MAPK8IP3, EFNA1, KLF7, EFNA3, PTK7, ANOS1, NECTIN1	1469	192	19416	2.3405377808032677	0.035802841137372976	0.002804565602450064	0.0027719993024019327
GOTERM_BP_DIRECT	GO:0060346~bone trabecula formation	7	0.42475728155339804	1.2727428849651796E-5	FBN2, COL1A1, SFRP1, MSX2, MMP2, PPARGC1B, THBS3	1469	9	19416	10.280009076469254	0.06262182618994594	0.004619147570362913	0.004565510548782238
GOTERM_BP_DIRECT	GO:0007162~negative regulation of cell adhesion	15	0.9101941747572815	2.1551371025857154E-5	SEMA5A, PLXND1, ANGPT1, DUSP1, MMP2, ADAM22, FBLN1, MDK, PODXL, CLDN7, CDH13, LPXN, PLXNB1, TGFBI, PLXNA4	1469	52	19416	3.8126407289103006	0.10372114843777613	0.007300167745492013	0.007215399019456975
GOTERM_BP_DIRECT	GO:0043542~endothelial cell migration	13	0.7888349514563107	2.536893162259469E-5	STARD13, S100A2, PLXND1, PLEKHG5, LOXL2, FAP, CDH13, LPXN, S100P, PRSS3, S100A9, S100A8, S100A7	1469	40	19416	4.295575221238938	0.1209391669876202	0.008056221348400226	0.007962673413041908
GOTERM_BP_DIRECT	GO:0031424~keratinization	18	1.0922330097087378	4.932948411832267E-5	KRT81, KRT80, KRT4, KRT7, KRT5, ABCA12, KRT85, TGM1, IL1A, CDH3, KRT17, KRT16, KRT6C, SPRR1A, IVL, SPRR1B, KRT6B, KRT6A	1469	77	19416	3.089724434857178	0.22170472118396345	0.01368148193502341	0.013522614107004047
GOTERM_BP_DIRECT	GO:0030335~positive regulation of cell migration	42	2.5485436893203883	5.1360460840471384E-5	SEMA5A, IGSF8, CD274, GRB7, LRRC15, SEMA7A, CSF2, CSF1, ATP8A1, SEMA3A, TWIST2, CXCR4, TWIST1, LAMC2, SEMA3F, CLDN1, CXCL16, FAM83H, MDK, PODXL, FAM110C, PDGFD, PDPN, GCNT2, S1PR1, PTK2B, CTSH, SEMA6B, SERPINB3, CCL20, MMP2, SPHK1, SOD2, RHOD, COL1A1, DAB2, MYO1C, CEACAM6, DAAM2, PECAM1, CDH13, EZH2	1469	285	19416	1.9477911934362795	0.22969535793760565	0.01368148193502341	0.013522614107004047
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	15	0.9101941747572815	5.3134869532841593E-5	CD40, CXCL8, MMP2, DAB2IP, INHBB, ADAMTS12, KLF2, MAPK13, MAPK11, SFRP1, ZC3H12A, ANKRD1, SIRPA, HES1, ADAMTS7	1469	56	19416	3.5403092482738505	0.23660939457894015	0.01368148193502341	0.013522614107004047
GOTERM_BP_DIRECT	GO:0150104~transport across blood-brain barrier	19	1.1529126213592233	5.385350102351273E-5	ABCC3, ABCA2, SLC22A3, SLC16A1, SLC22A5, LRP1, ATP8A1, SLC2A13, SLC16A12, LRP3, SLC2A3, SLC4A3, SLC4A4, SLC7A2, SLC7A5, SLC16A2, SLC19A1, MFSD2A, ABCG2	1469	85	19416	2.9544227765987263	0.2393918793605061	0.01368148193502341	0.013522614107004047
GOTERM_BP_DIRECT	GO:0006357~regulation of transcription by RNA polymerase II	173	10.49757281553398	6.99918417906531E-5	ZNF692, ZNF570, HR, RORB, IKZF2, ETS2, NR3C2, HOXA10, HOXA9, ZNF727, ZNF606, SOX15, CREB3L1, HOXA3, ZNF569, HOXA2, ZNF844, HOXA1, KAT7, CCNL2, JUNB, HOXA5, TP63, ZNF563, ZNF681, MSX2, ZFP3, OSR1, MITF, EBF4, FOXP4, POU3F2, ZNF90, HOXB9, ZNF717, ZNF93, ZNF439, LMX1B, TOX, FKBP5, ZNF397, ZNF276, HOMEZ, ZNF792, HOXD1, EPAS1, TWIST2, TWIST1, GATA2, FOXO1, NPAS2, HOXC5, HIVEP3, ZBTB7B, HOXC9, NKX6-1, ZNF785, GTF2IRD2B, HOXC8, ZNF300, HOXC6, ZSCAN18, TFAP2A, EGR1, ZBTB16, NFATC2, INHBA, TRERF1, SSH3, NR4A2, FOSL1, MAFB, NFE2L3, LHX6, SP5, MKX, SIM2, MXD4, FKBP10, ZNF253, ECM1, ONECUT2, ONECUT3, SIX1, ZNF43, ARRB1, TFCP2L1, HOXC13, ZFP82, FOXM1, HOXC11, GLI3, HHEX, SIX3, ANKRD1, FEZF1, ZNF367, ZNF486, DUSP4, ZNF880, FOXD2, ZNF483, BATF3, KLF13, FOXD1, DUSP1, TSC22D3, EN2, ETV1, FOXL1, DUSP6, KAT2B, DUSP23, ZEB1, ELF3, ZNF517, PAX9, ZNF878, ZNF780B, PPARG, ZNF117, IRF6, LCORL, ZNF114, ZNF597, VGLL3, CEBPA, CEBPD, ZNF470, ZNF518B, PTAFR, PPM1E, ZNF69, FSTL3, ZNF355P, HLX, CREG1, ZNF506, ZNF626, E2F1, ZNF625, ZNF502, HES1, ZNF501, ZNF347, HES2, ZNF620, E2F7, E2F8, SPDEF, IRX1, IRX2, PCGF6, IRX3, IRX4, ARID3A, SOD2, TBX3, KLF2, BATF, TARBP1, KLF8, KLF7, KLF5, ZNF737, TCEA3, TAF5, ZNF577, MAMLD1, ZNF850, CDKN3, ZFP28, FOXA2	1469	1721	19416	1.3286273870725185	0.2992758609331564	0.016934692768490876	0.01673804902250761
GOTERM_BP_DIRECT	GO:0071222~cellular response to lipopolysaccharide	32	1.9417475728155338	8.541099929491641E-5	CD274, CSF3, CD40, CSF2, CXCL8, GSTP1, SERPINE1, TNFAIP3, LY96, CXCL1, CXCL2, PPM1E, CXCL5, ZFP36, EDNRB, ZC3H12A, ANKRD1, SIRPA, CD14, ABCA1, TICAM2, WNT5A, DAB2IP, IL18, IRAK3, TNFRSF1B, ASS1, SLC7A5, IL1A, TNFSF4, CD68, TLR4	1469	198	19416	2.136105782123481	0.35208244555489454	0.019726058518975922	0.019497001748139557
GOTERM_BP_DIRECT	GO:0044344~cellular response to fibroblast growth factor stimulus	11	0.6674757281553397	1.0914712354219827E-4	COL1A1, KDM5B, ZFP36, SFRP1, POSTN, GCLC, CXCL8, CPS1, NDNF, ZFP36L2, FGFR1	1469	33	19416	4.40571817562968	0.4257019704342695	0.023184285103448294	0.02291507179482726
GOTERM_BP_DIRECT	GO:0007399~nervous system development	57	3.4587378640776696	1.106095995623033E-4	SEMA5A, TENM1, NRSN2, PCDHGB5, PCDHGB2, CXCL1, PPP1R9A, FGF2, RAPGEFL1, NRGN, FGF5, EDNRB, OPHN1, MDK, ZC3H12A, ENC1, RGS9, CDON, CAMK1D, PCDHGA5, PCDHGA4, NOG, MAMDC2, NRG1, PCDHA12, POU3F2, SDCBP2, NAV3, KIF2A, NINJ2, PCDHGB1, IGSF8, SEMA7A, NLGN1, BEX1, C3ORF70, ZC4H2, PTN, EFNB3, ST8SIA4, SPOCK1, HES1, PCDH1, GPM6B, TFAP2A, BDNF, PCDHGC3, FN1, INHBA, MERTK, PCDHGA10, TTLL7, IGSF9B, CAMK1, SIM2, PCDHB8, ITM2B	1469	444	19416	1.696796864938458	0.429954136650464	0.023184285103448294	0.02291507179482726
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	16	0.9708737864077669	1.140734358563683E-4	FKBP10, COLGALT2, LOXL4, P3H4, ADAMTS12, LOXL2, COL1A1, ADAMTS3, BMP1, COL5A1, COL5A3, COL5A2, COL6A1, NF1, FMOD, ADAMTS7	1469	67	19416	3.1563354094063376	0.4399001395893841	0.023184285103448294	0.02291507179482726
GOTERM_BP_DIRECT	GO:0006955~immune response	65	3.9441747572815538	1.2403632689475248E-4	TENM1, CSF3, CIITA, CSF2, IFITM2, NRROS, CXCL8, LY75, CBLB, IFI44L, LTB4R, CXCL5, MILR1, FTH1, CCRL2, ENPP1, CTSH, ITGB8, TNFSF12-TNFSF13, ITGB6, TRIM22, CMKLR1, GBP6, IL18, SERPINB9, TNFRSF1B, MR1, GEM, TLR1, IL1A, AZGP1, AIM2, SLPI, PECAM1, TLR4, CD274, SEMA7A, PTAFR, CXCR4, PIK3R1, CFP, CST7, SAMHD1, C3, IL1RL1, SCAP, SLAMF7, MBP, CD74, TNFSF14, CD70, CCL20, TNFSF15, GZMA, IFI44, APLN, RAET1E, RAET1G, TNFSF4, RAET1L, TNFSF9, HLA-DRA, FAS, IL18R1, NECTIN1	1469	529	19416	1.6240360004684073	0.4675507365283036	0.02423956065200913	0.023958093602517192
GOTERM_BP_DIRECT	GO:0001501~skeletal system development	24	1.4563106796116505	1.3505404685018393E-4	JAG2, TFAP2A, COL13A1, VDR, FST, NPR3, NOG, ETS2, TBX3, HOXA10, COL1A1, VCAN, BMP1, MMP16, COL5A2, CDH11, SH3PXD2B, COL9A2, FGFR3, TP63, MATN3, FGFR1, CMKLR1, FBN1	1469	132	19416	2.403119004888916	0.49654248710582305	0.02541517081651054	0.02512005271413421
GOTERM_BP_DIRECT	GO:0001666~response to hypoxia	29	1.7597087378640777	1.695510908373871E-4	MT-ND4, MT-ND5, MT-CO1, EPAS1, CXCR4, COMT, CYGB, LOXL2, UCP2, PTK2B, MTCO2P12, SCAP, EGR1, POSTN, EGLN3, BNIP3, MMP2, SOD2, SOD3, PGF, NR4A2, IL1A, NF1, ANG, MT-CO2, ANGPTL4, CD24, MT-CYB, ENG	1469	178	19416	2.1533566364032706	0.5774984375176739	0.030767467590884428	0.030410199220905647
GOTERM_BP_DIRECT	GO:0008285~negative regulation of cell population proliferation	55	3.337378640776699	2.1528696374945294E-4	DDR1, TENM1, PTPRU, BTG2, IFITM1, CXCL8, SERPINE2, PTPRJ, CXCL1, RERG, IFIT3, FTH1, SOX7, FEZF1, FGFBP1, KLF13, AGTPBP1, MSX2, DUSP1, IGFBP3, NGF, KAT2B, IL1A, SFRP1, AZGP1, DDAH1, CDH13, IRF6, NUPR1, PTGES, CEBPA, GATA3, RNF139, PDPN, PTK2B, SLIT3, IGFBP6, SH2B3, E2F7, CDKN2D, TFAP2A, VDR, ZBTB16, RARRES1, DAB2IP, EIF2AK2, INHBA, SOD2, ALOX15B, BMP4, KISS1, FOSL1, SPRY1, CDKN3, HSPA1A	1469	435	19416	1.671134480411258	0.6651226146439269	0.037719760786585184	0.037281763170681124
GOTERM_BP_DIRECT	GO:0043410~positive regulation of MAPK cascade	30	1.820388349514563	2.925308864596157E-4	CD40, LPAR1, LPAR2, PTPRJ, FGF2, FGF5, CDH2, IGFBP6, IL6R, CDON, IL11, CD74, IGFBP4, GDF15, PRKCE, IGFBP3, WNT5A, DAB2IP, IGF2, LAPTM5, EIF2AK2, EFNA1, KISS1, DOK1, EPGN, BANK1, CSPG4, FGFR3, AVPI1, FGFR1	1469	193	19416	2.0544799782729077	0.773852282974764	0.04954498113671025	0.04896967039333967
GOTERM_BP_DIRECT	GO:0009612~response to mechanical stimulus	14	0.8495145631067961	3.170149770586524E-4	POSTN, BTG2, MMP2, IGFBP2, KRT5, COL1A1, FOSL1, SCEL, MAP1B, P2RY1, COL6A1, TXNIP, PTK2B, PPARG	1469	58	19416	3.190347644421492	0.8003138647445819	0.051959777368871383	0.05135642628350169
GOTERM_BP_DIRECT	GO:0048048~embryonic eye morphogenesis	6	0.3640776699029126	4.479082573277616E-4	FBN2, MFAP5, ALDH1A3, EFEMP1, MFAP2, FBN1	1469	10	19416	7.930292716133423	0.8973398938061161	0.07111943298382364	0.07029360213437559
GOTERM_BP_DIRECT	GO:0034097~response to cytokine	12	0.7281553398058253	5.018036021465424E-4	CD274, TMEM102, OXTR, SCGB1A1, LIFR, TIMP1, COMT, SKIL, IL6R, TIMP4, BCL2L1, CXCL16	1469	46	19416	3.447953354840619	0.9219420697085405	0.07726254856080551	0.07636538454484654
GOTERM_BP_DIRECT	GO:0000122~negative regulation of transcription by RNA polymerase II	101	6.128640776699029	5.797535299659577E-4	ZNF692, PRDM5, ETS2, LOXL2, DCAF1, ZFP36, EDNRB, TRIM29, SOX15, CREB3L1, HOXA2, TP63, MSX2, OSR1, FST, MITF, FOXP4, ZNF93, IFI27, HOXB4, TXNIP, FLYWCH1, NOTCH3, GATA6, TWIST1, GATA3, GATA2, FOXO1, ZBED2, MAGEC2, ZBTB7B, NKX6-1, SKIL, HOXC8, TFAP2A, WWTR1, EGR1, PLK3, VDR, ZBTB16, IGF2, NFATC2, NR1D2, NR4A2, BMP4, EFNA1, DAB2, MAFB, ID4, NFE2L3, SP5, SIM2, EZH2, MXD4, FGFR1, BTG2, CIITA, SIX1, TFCP2L1, FOXM1, N4BP2L2, GLI3, HHEX, JPH2, FEZF1, AASS, NELFE, BATF3, NOG, KAT2B, ZEB1, PPARG, FBP1, MDFI, ZNF750, ENG, CEBPA, MAGEH1, E2F1, HES1, APBB1, HES2, E2F7, E2F8, SPDEF, IRX1, IRX2, PCGF6, IRX3, IRX4, DAB2IP, TBX3, KLF2, KLF8, PER1, KLF7, PER3, KLF5, SCGB1A1, FOXA2, HSPA1A	1469	958	19416	1.3934578363421641	0.9474810863333906	0.08663904958108916	0.08563300669085412
GOTERM_BP_DIRECT	GO:0071356~cellular response to tumor necrosis factor	20	1.2135922330097086	6.274283459335327E-4	CEBPA, POSTN, CD40, PID1, CXCL8, DAB2IP, GATA3, ADAMTS12, CLDN1, ZFP36L2, ASS1, KLF2, COL1A1, ZFP36, SFRP1, ZC3H12A, ANKRD1, HES1, TNFRSF21, ADAMTS7	1469	111	19416	2.3814692841241514	0.9587854509848052	0.08876603692695255	0.08773529569910563
GOTERM_BP_DIRECT	GO:0006693~prostaglandin metabolic process	8	0.48543689320388345	6.289268508896461E-4	GSTM1, GSTP1, AKR1C1, AKR1C3, AKR1C2, COMT, PTGES, ATP6V1B1	1469	21	19416	5.03510648643392	0.9590982587339798	0.08876603692695255	0.08773529569910563
GOTERM_BP_DIRECT	GO:0045669~positive regulation of osteoblast differentiation	16	0.9708737864077669	6.571379576386697E-4	FZD1, FBN2, WWTR1, CEBPA, IFITM1, MSX2, CEBPD, WNT7B, CTNNBIP1, LRP3, FGF2, GLI3, BMP4, SCUBE3, IL6R, TP63	1469	78	19416	2.7112111850028797	0.9645635918474811	0.09024102602059678	0.08919315738544323
GOTERM_BP_DIRECT	GO:0010951~negative regulation of endopeptidase activity	10	0.6067961165048543	7.301985036980717E-4	SERPINB3, SERPINB13, SERPINB2, SERPINE2, SERPIND1, SERPINE1, SPOCK1, SERPINB9, TIMP1, SERPINB5	1469	34	19416	3.887398390261482	0.9755590145886928	0.09238723666839808	0.09131444647681464
GOTERM_BP_DIRECT	GO:0035633~maintenance of blood-brain barrier	10	0.6067961165048543	7.301985036980717E-4	GJA1, WNK3, PECAM1, ESAM, MBP, LSR, F11R, TSPAN12, CLDN1, MFSD2A	1469	34	19416	3.887398390261482	0.9755590145886928	0.09238723666839808	0.09131444647681464
GOTERM_BP_DIRECT	GO:0008284~positive regulation of cell population proliferation	60	3.640776699029126	7.457917263752054E-4	VIPR1, CSF3, CSF2, CSF1, BNC1, LAMC2, IRS2, FOXM1, FGF2, CXCL5, FGF5, EDNRB, CCND2, NAMPT, CTSH, TIMP1, IL6R, KRT6A, SERPINB3, IL11, SPHK1, TBC1D8, LIFR, NRG1, POU3F2, PGF, SFRP1, GAREM1, CEACAM6, CLDN7, MVD, SHANK2, TSPYL5, PTGFR, PTN, CSF2RA, EPCAM, PDGFD, GCNT2, PTK2B, HES1, S1PR3, TRPM4, WWTR1, MARCKSL1, KDM4C, IL31RA, IGF2, FN1, AKR1C3, AKR1C2, TBX3, BMP4, FOSL1, EPGN, TNFSF4, MEIS3P1, FGFR3, FGFR1, EZH2	1469	511	19416	1.5519163828049753	0.9774220498088396	0.09238723666839808	0.09131444647681464
GOTERM_BP_DIRECT	GO:0042060~wound healing	16	0.9708737864077669	7.554225998074647E-4	FKBP10, SCARB1, TPM1, WNT5A, NOG, FN1, NRG1, CELSR1, FGF2, PTK7, NF1, EPPK1, ITGB6, PLPP3, ENG, KRT6A	1469	79	19416	2.676892056078793	0.978501083281117	0.09238723666839808	0.09131444647681464
GOTERM_BP_DIRECT	GO:0055093~response to hyperoxia	7	0.42475728155339804	7.636811533305883E-4	MT-ATP6, COL1A1, SLC7A5, BNIP3, MMP2, MT-CYB, SOD2	1469	16	19416	5.782505105513955	0.9793852066486115	0.09238723666839808	0.09131444647681464
GOTERM_BP_DIRECT	GO:0045600~positive regulation of fat cell differentiation	13	0.7888349514563107	8.204736342483975E-4	CDS1, CEBPA, ZBTB16, RARRES2, ZFP36, SFRP1, KLF5, SULT1E1, ZC3H12A, PPARG, CCDC3, TRPM4, CMKLR1	1469	56	19416	3.0682680151706703	0.984556045979714	0.09474605762763881	0.09364587707262391
GOTERM_BP_DIRECT	GO:0042733~embryonic digit morphogenesis	13	0.7888349514563107	8.204736342483975E-4	OSR1, ZBTB16, WNT5A, NOG, TWIST1, HOXC11, TBX3, GLI3, BMP4, GJA1, CHST11, MEGF8, FREM2	1469	56	19416	3.0682680151706703	0.984556045979714	0.09474605762763881	0.09364587707262391
GOTERM_BP_DIRECT	GO:0018149~peptide cross-linking	8	0.48543689320388345	8.626630298873372E-4	FLG, TGM1, CSTA, FN1, PI3, SPRR1A, IVL, SPRR1B	1469	22	19416	4.806238009777832	0.9875381406498062	0.0974042412190569	0.09627319413542683
GOTERM_BP_DIRECT	GO:0010976~positive regulation of neuron projection development	21	1.2742718446601942	8.970613532965776E-4	FZD1, DDR1, CAMK1D, BDNF, WNT5A, DAB2IP, ZNF804A, NDNF, PTN, KAT2B, RGS2, MDK, PTK7, ENC1, PTK2B, ROR1, APBB1, CAMK1, TOX, S100A9, FGFR1	1469	123	19416	2.256587358249348	0.9895380911688071	0.0990862768717372	0.0979356981794655
